host_group,collection_date,genome_id,genome_name,subtype,genome_length,decimal_date,year_int
Human,2015-11-19,1788636.13,Influenza A virus (A/Colorado/21/2015(H3N2)),H3N2,1701,2015.8821917808216,2015
Human,2015-01-26,1914482.7,Influenza A virus (A/Seoul/A1251/2015(H3N2)),H3N2,1691,2015.0684931506848,2015
Human,2012-02-06,1170374.3,Influenza A virus (A/Saint-Petersburg/RII03/2012(H3N2)),H3N2,1734,2012.0983606557377,2012
Human,2015-02-05,1731114.4,Influenza A virus (A/Florida/31/2015(H3N2)),H3N2,1701,2015.0958904109589,2015
Nonhuman Mammal,2016-03-29,1841872.4,Influenza A virus (A/swine/Illinois/A01894510/2016(H3N2)),H3N2,1701,2016.24043715847,2016
Human,2017-01-23,1964685.16,Influenza A virus (A/Iowa/05/2017(H3N2)),H3N2,1737,2017.0602739726028,2017
Human,1991-09-15,1086881.4,Influenza A virus (A/England/260/1991(H3N2)),H3N2,1732,1991.704109589041,1991
Nonhuman Mammal,2012-12-10,1534821.3,Influenza A virus (A/swine/Canada/AHL3/2012(H3N2)),H3N2,1701,2012.9398907103823,2012
Human,2017-12-08,2069556.5,Influenza A virus (A/Wyoming/31/2017(H3N2)),H3N2,1737,2017.9342465753425,2017
Human,2005-02-07,1004671.4,Influenza A virus (A/California/NHRC0002/2005(H3N2)),H3N2,1731,2005.1013698630136,2005
Human,2015-10-20,1788629.7,Influenza A virus (A/California/95/2015(H3N2)),H3N2,1701,2015.8,2015
Human,2015-01-10,1716899.3,Influenza A virus (A/New York/4454/2015(H3N2)),H3N2,1701,2015.024657534247,2015
Human,2017-07-25,11320.244838,Influenza A virus A/Victoria/2078/2017,H3N2,1737,2017.5616438356165,2017
Nonhuman Mammal,2017-06-23,2023923.4,Influenza A virus (A/swine/Iowa/A02218168/2017(H3N2)),H3N2,1701,2017.4739726027397,2017
Human,2017-09-28,2051177.5,Influenza A virus (A/Minnesota/37/2017(H3N2)),H3N2,1737,2017.7397260273972,2017
Human,2011-01-10,1598965.3,Influenza A virus (A/Hunan Loudi Louxing/16/2011(H3N2)),H3N2,1698,2011.024657534247,2011
Human,1997,158609.3,Influenza A virus (A/Paris/896/97(H3N2)),H3N2,1704,1997.0,1997
Human,2009-02-10,1598812.3,Influenza A virus (A/Heilongjiang Xiangfang/163/2009(H3N2)),H3N2,1698,2009.109589041096,2009
Human,2014-05-13,1553941.3,Influenza A virus (A/Alaska/27/2014(H3N2)),H3N2,1701,2014.3616438356164,2014
Human,2009-02,2036368.3,Influenza A virus (A/Hong Kong/CUHK68236/2009(H3N2)),H3N2,1689,2009.123287671233,2009
Human,2014-12-19,2034113.7,Influenza A virus (A/Canada/4A/2014(H3N2)),H3N2,1701,2014.964383561644,2014
Human,2016-11-17,2024522.3,Influenza A virus (A/Shandong-Zhifu/1666/2016(H3N2)),H3N2,1701,2016.877049180328,2016
Human,2015-01-02,1716827.3,Influenza A virus (A/Massachusetts/4291/2015(H3N2)),H3N2,1701,2015.0027397260271,2015
Human,2011-04-11,1203987.3,Influenza A virus (A/Singapore/EN122/2011(H3N2)),H3N2,1758,2011.27397260274,2011
Nonhuman Mammal,2012-05-07,1198395.3,Influenza A virus (A/swine/Michigan/A01203498/2012(H3N2)),H3N2,1701,2012.3469945355191,2012
Human,2011-09-06,1590886.3,Influenza A virus (A/Thailand/CU-B5593/2011(H3N2)),H3N2,1701,2011.6794520547944,2011
Human,2012-11-28,1292993.3,Influenza A virus (A/Texas/JMM_29/2012(H3N2)),H3N2,1737,2012.9071038251368,2012
Human,2016-04-07,1909856.6,Influenza A virus (A/Colorado/31/2016(H3N2)),H3N2,1737,2016.2650273224044,2016
Human,2016-03-21,1866082.17,Influenza A virus (A/Texas/126/2016(H3N2)),H3N2,1737,2016.2185792349728,2016
Human,2010-06-29,1056077.6,Influenza A virus (A/Santo Domingo/WRAIR3516N/2010(H3N2)),H3N2,1731,2010.490410958904,2010
Human,2017-08-28,2043102.5,Influenza A virus (A/Maryland/41/2017(H3N2)),H3N2,1737,2017.654794520548,2017
Human,2016-12-19,1954801.3,Influenza A virus (A/Alberta/217/2016(H3N2)),H3N2,1701,2016.964480874317,2016
Human,2017-11-20,2069546.7,Influenza A virus (A/Texas/308/2017(H3N2)),H3N2,1737,2017.8849315068496,2017
Nonhuman Mammal,2017-03-06,1973445.4,Influenza A virus (A/swine/Nebraska/A01785250/2017(H3N2)),H3N2,1701,2017.1753424657536,2017
Nonhuman Mammal,2016-05-23,1862590.3,Influenza A virus (A/swine/Iowa/A01775848/2016(H3N2)),H3N2,1701,2016.3907103825136,2016
Human,2025-01-10,11320.831285,Influenza A virus A/Massachusetts/ISC-1123/2025,H3N2,1737,2025.024657534247,2025
Human,2024-10-24,11320.824667,Influenza A virus A/California/NIRC-IS-1006/2024,H3N2,1737,2024.811475409836,2024
Human,2016-11-30,1932834.7,Influenza A virus (A/Oklahoma/17/2016(H3N2)),H3N2,1737,2016.9125683060108,2016
Human,2011-08-01,1216904.11,Influenza A virus (A/Singapore/C2011.584V/2011(H3N2)),H3N2,1762,2011.580821917808,2011
Human,2014-12-09,1731981.4,Influenza A virus (A/Wisconsin/57/2014(H3N2)),H3N2,1701,2014.93698630137,2014
Human,2016-07-09,1910051.5,Influenza A virus (A/Missouri/16/2016(H3N2)),H3N2,1737,2016.51912568306,2016
Human,2013-10-15,1964226.6,Influenza A virus (A/Saudi Arabia/05/2013(H3N2)),H3N2,1701,2013.786301369863,2013
Human,2012-01-12,1737199.6,Influenza A virus (A/Jakarta/FLUEJKSV0024/2012(H3N2)),H3N2,1701,2012.0300546448088,2012
Human,2016-12-03,1954769.3,Influenza A virus (A/Alberta/177/2016(H3N2)),H3N2,1701,2016.9207650273224,2016
Human,2015-03-21,2043745.9,Influenza A virus (A/Brisbane/43/2015(H3N2)),H3N2,1737,2015.2164383561644,2015
Human,2025-01-10,11320.973815,Influenza A virus A/Texas/USAFSAM-15497/2025,H3N2,1701,2025.024657534247,2025
Human,2014-12-31,1716893.3,Influenza A virus (A/New York/4448/2014(H3N2)),H3N2,1701,2014.9945205479453,2014
Human,1992-12-01,1087029.4,Influenza A virus (A/Stockholm/13/1992(H3N2)),H3N2,1736,1992.915300546448,1992
Human,2017-02-13,1973802.5,Influenza A virus (A/Rhode Island/07/2017(H3N2)),H3N2,1737,2017.1178082191784,2017
Human,2016-09-19,1917558.5,Influenza A virus (A/Florida/76/2016(H3N2)),H3N2,1737,2016.7158469945357,2016
Human,2017-09-25,2055008.5,Influenza A virus (A/Washington/302/2017(H3N2)),H3N2,1737,2017.731506849315,2017
Human,2024-12-29,11320.830524,Influenza A virus A/Massachusetts/ISC-1275/2024,H3N2,1737,2024.9918032786888,2024
Human,2014-01-14,1778720.3,Influenza A virus (A/Okinawa/JP-28/2014(H3N2)),H3N2,1762,2014.035616438356,2014
Human,2007-06-15,1598201.3,Influenza A virus (A/Argentina/335/2007(H3N2)),H3N2,1698,2007.4520547945208,2007
Human,2012-02-23,1394948.3,Influenza A virus (A/Quebec/005/2012(H3N2)),H3N2,1701,2012.1448087431695,2012
Human,2025-01-30,11320.992736,Influenza A virus A/Michigan/UM-10062096150/2025,H3N2,1701,2025.0794520547945,2025
Human,2016-10-20,1925160.6,Influenza A virus (A/California/141/2016(H3N2)),H3N2,1737,2016.8005464480875,2016
Human,2025-01-04,11320.990714,Influenza A virus A/Georgia/IVY-G25X94F7/2025,H3N2,1701,2025.0082191780823,2025
Human,2025-01-29,11320.993168,Influenza A virus A/Michigan/UM-10062064659/2025,H3N2,1701,2025.0767123287671,2025
Human,2012-01-21,1740040.3,Influenza A virus (A/Fukuoka/14-264/2012(H3N2)),H3N2,1762,2012.0546448087432,2012
Nonhuman Mammal,2015-01-27,1632843.5,Influenza A virus (A/swine/Illinois/A01478685/2015(H3N2)),H3N2,1701,2015.0712328767124,2015
Human,2017-02-21,2037302.3,Influenza A virus (A/New Jersey/6123/2017(H3N2)),H3N2,1701,2017.1397260273973,2017
Human,2014-11-18,1731335.21,Influenza A virus (A/Louisiana/17/2014(H3N2)),H3N2,1701,2014.8794520547945,2014
Human,2017-07-21,2065015.3,Influenza A virus (A/Nicaragua/9267_07/2017(H3N2)),H3N2,1737,2017.5506849315068,2017
Human,2008-10-08,1598876.3,Influenza A virus (A/Hong Kong/3134/2008(H3N2)),H3N2,1698,2008.7677595628415,2008
Human,2015-10-24,1865770.7,Influenza A virus (A/California/97/2015(H3N2)),H3N2,1701,2015.8109589041096,2015
Human,2009-05-01,1287848.5,Influenza A virus (A/Washington/53/2009(H3N2)),H3N2,1701,2009.3287671232877,2009
Human,2009-12-10,1599296.3,Influenza A virus (A/Norway/4916/2009(H3N2)),H3N2,1698,2009.9397260273972,2009
Human,2017-11-28,2069535.6,Influenza A virus (A/Oregon/27/2017(H3N2)),H3N2,1737,2017.9068493150685,2017
Human,2011-01-20,1162908.3,Influenza A virus (A/Quebec/014/2011(H3N2)),H3N2,1690,2011.0520547945205,2011
Human,2024-12-06,11320.995009,Influenza A virus A/Massachusetts/MA-Broad_MGH-22664/2024,H3N2,1702,2024.9289617486336,2024
Human,2024-12-30,11320.990773,Influenza A virus A/Massachusetts/IVY-G25X97J3/2024,H3N2,1701,2024.9945355191255,2024
Human,2017-05-15,2019660.16,Influenza A virus (A/Wisconsin/314/2017(H3N2)),H3N2,1737,2017.3671232876711,2017
Human,2015-02-13,1752575.3,Influenza A virus (A/Japan/4763/2015(H3N2)),H3N2,1701,2015.1178082191784,2015
Human,2024-11-02,11320.972572,Influenza A virus A/Wisconsin/NIRC-IS-1013/2024,H3N2,1737,2024.8360655737704,2024
Human,2015-01-07,2034102.3,Influenza A virus (A/Canada/35B/2015(H3N2)),H3N2,1701,2015.0164383561644,2015
Avian,2010-08-18,1283022.3,Influenza A virus (A/mallard/Ohio/10OS1470/2010(H3N2)),H3N2,1740,2010.627397260274,2010
Human,2010-05-15,1216909.4,Influenza A virus (A/Singapore/H2010.370C/2010(H3N2)),H3N2,1762,2010.3671232876711,2010
Human,2011-12-28,1740046.3,Influenza A virus (A/Tokushima/35-25/2011(H3N2)),H3N2,1762,2011.9890410958903,2011
Human,2025-01-19,11320.832153,Influenza A virus A/Colorado/ISC-1065/2025,H3N2,1737,2025.0493150684931,2025
Human,2016-12-12,1937225.3,Influenza A virus (A/Cheongju/G03577/2016(H3N2)),H3N2,1701,2016.9453551912568,2016
Human,2015-11-16,1788725.6,Influenza A virus (A/Minnesota/47/2015(H3N2)),H3N2,1701,2015.8739726027395,2015
Human,2015-01-16,1716905.3,Influenza A virus (A/New York/4549/2015(H3N2)),H3N2,1701,2015.041095890411,2015
Human,2014-10-21,1916620.7,Influenza A virus (A/Washington/31/2014(H3N2)),H3N2,1701,2014.8027397260273,2014
Human,1999,1561951.3,Influenza A virus (A/Victoria/3/1999(H3N2)),H3N2,1701,1999.0,1999
Nonhuman Mammal,2015-03-27,1647588.7,Influenza A virus (A/swine/South Dakota/A01841915/2015(H3N2)),H3N2,1701,2015.2328767123288,2015
Human,2014-09-17,1730992.18,Influenza A virus (A/Arkansas/01/2014(H3N2)),H3N2,1701,2014.709589041096,2014
Human,2014-12-09,1731888.8,Influenza A virus (A/Virginia/29/2014(H3N2)),H3N2,1701,2014.93698630137,2014
Human,2017-02-26,1980814.7,Influenza A virus (A/New Jersey/16/2017(H3N2)),H3N2,1737,2017.1534246575343,2017
Human,2024-12-30,11320.971838,Influenza A virus A/Wisconsin/NIRC-IS-1117/2024,H3N2,1737,2024.9945355191255,2024
Nonhuman Mammal,2011,1654296.7,Influenza A virus (A/swine/Spain/16677/2011(H3N2)),H3N2,1701,2011.0,2011
Human,2012-03-22,11320.83714,Influenza A virus A/New York/WC-LVD-12-013/2012,H3N2,1734,2012.22131147541,2012
Human,2013-06-06,1517344.3,Influenza A virus (A/Singapore/H2013.430b/2013(H3N2)),H3N2,1762,2013.427397260274,2013
Nonhuman Mammal,2005-10-10,1261847.3,Influenza A virus (A/swine/Alberta/00805/2005(H3N2)),H3N2,1737,2005.772602739726,2005
Nonhuman Mammal,2013-03,1302985.3,Influenza A virus (A/swine/Indiana/A01432492/2013(H3N2)),H3N2,1701,2013.2,2013
Human,2025-01-05,11320.969542,Influenza A virus A/Nebraska/06/2025,H3N2,1737,2025.0109589041097,2025
Human,2014-09-04,1916425.8,Influenza A virus (A/Alaska/51/2014(H3N2)),H3N2,1701,2014.6739726027397,2014
Human,2005-05-10,1101406.6,Influenza A virus (A/Hong Kong/HKU100/2005(H3N2)),H3N2,1698,2005.3534246575343,2005
Human,2017-07-12,11320.245446,Influenza A virus A/Victoria/602/2017,H3N2,1737,2017.5260273972603,2017
Human,2008-10,2036413.3,Influenza A virus (A/Hong Kong/CUHK78641/2008(H3N2)),H3N2,1689,2008.7868852459017,2008
Human,2014-10-20,1916529.5,Influenza A virus (A/Minnesota/30/2014(H3N2)),H3N2,1701,2014.8,2014
Human,2017-02-01,1964661.4,Influenza A virus (A/California/22/2017(H3N2)),H3N2,1737,2017.0849315068492,2017
Human,2014-11-30,1731741.11,Influenza A virus (A/Rhode Island/21/2014(H3N2)),H3N2,1701,2014.9123287671232,2014
Human,2017-01-24,2037144.3,Influenza A virus (A/California/5815/2017(H3N2)),H3N2,1701,2017.06301369863,2017
Human,2017-08-22,2043129.7,Influenza A virus (A/Wisconsin/323/2017(H3N2)),H3N2,1737,2017.6383561643836,2017
Human,2009-06-23,1598425.3,Influenza A virus (A/Brisbane/66/2009(H3N2)),H3N2,1698,2009.4739726027397,2009
Nonhuman Mammal,2015-10-29,1766179.3,Influenza A virus (A/swine/Illinois/A01944946/2015(H3N2)),H3N2,1701,2015.8246575342464,2015
Nonhuman Mammal,2013-01,1294613.5,Influenza A virus (A/swine/Iowa/A01432395/2013(H3N2)),H3N2,1701,2013.0383561643837,2013
Human,2017-02-16,2037234.3,Influenza A virus (A/Kansas/6115/2017(H3N2)),H3N2,1701,2017.1260273972605,2017
Nonhuman Mammal,2016-10-24,1930814.3,Influenza A virus (A/swine/Minnesota/A01785241/2016(H3N2)),H3N2,1701,2016.811475409836,2016
Human,2014-04-06,1515823.4,Influenza A virus (A/Minnesota/07/2014(H3N2)),H3N2,1701,2014.2602739726028,2014
Human,2009-07-21,1056536.3,Influenza A virus (A/Hong Kong/H090-720-V2(0)/2009(H3N2)) A/Hong Kong/H090-720-V2(0)/2009,H3N2,1701,2009.5506849315068,2009
Human,2011-01-05,1093002.3,Influenza A virus (A/Boston/DOA04/2011(H3N2)),H3N2,1735,2011.0109589041097,2011
Human,2025-02-11,11320.977585,Influenza A virus A/Texas/USAFSAM-15392/2025,H3N2,1701,2025.1123287671232,2025
Nonhuman Mammal,2012-07-10,1231100.5,Influenza A virus (A/swine/Minnesota/A01300992/2012(H3N2)),H3N2,1701,2012.5218579234972,2012
Human,2017-02-23,1972348.7,Influenza A virus (A/Mississippi/08/2017(H3N2)),H3N2,1737,2017.145205479452,2017
Human,2016-01-29,1922091.3,Influenza A virus (A/Japan/5063/2016(H3N2)),H3N2,1701,2016.0765027322404,2016
Human,2015-11-12,1866065.17,Influenza A virus (A/Pennsylvania/45/2015(H3N2)),H3N2,1737,2015.86301369863,2015
Human,2008-06-03,1599958.3,Influenza A virus (A/Wellington/06/2008(H3N2)),H3N2,1698,2008.4207650273224,2008
Human,2012-12-29,1549973.7,Influenza A virus (A/Connecticut/Flu072/2012(H3N2)),H3N2,1737,2012.9918032786888,2012
Human,2017-01-04,1949004.5,Influenza A virus (A/Washington/05/2017(H3N2)),H3N2,1737,2017.0082191780823,2017
Human,2025-01-17,11320.983953,Influenza A virus A/South Carolina/USAFSAM-15221/2025,H3N2,1701,2025.0438356164384,2025
Human,2015-02-18,1752576.3,Influenza A virus (A/Arkansas/4736/2015(H3N2)),H3N2,1701,2015.131506849315,2015
Human,2015-02-03,1895533.3,Influenza A virus (A/New York/WC-LVD-15-020/2015(H3N2)),H3N2,1737,2015.090410958904,2015
Human,2009-09-28,1099899.3,Influenza A virus (A/Singapore/GP3861/2009(H3N2)),H3N2,1722,2009.7397260273972,2009
Human,2016-07-03,2043926.5,Influenza A virus (A/South Australia/38/2016(H3N2)),H3N2,1737,2016.5027322404371,2016
Human,2017-09-02,2043100.3,Influenza A virus (A/Iowa/27/2017(H3N2)),H3N2,1737,2017.668493150685,2017
Human,2012-01-16,1740051.3,Influenza A virus (A/Ishikawa/37-119/2012(H3N2)),H3N2,1762,2012.0409836065571,2012
Human,2013-12-04,1523214.3,Influenza A virus (A/Hangzhou/A812/2013(H3N2)),H3N2,1701,2013.9232876712329,2013
Human,2017-01-09,1954837.3,Influenza A virus (A/British Columbia/025/2017(H3N2)),H3N2,1701,2017.021917808219,2017
Human,2017-10-18,2058021.8,Influenza A virus (A/Montana/26/2017(H3N2)),H3N2,1737,2017.7945205479452,2017
Human,2016-10-13,1928308.3,Influenza A virus (A/Tehran/55986/2016(H3N2)),H3N2,1701,2016.7814207650272,2016
Human,2013-01-28,1714756.5,Influenza A virus (A/Michigan/28/2013(H3N2)),H3N2,1701,2013.07397260274,2013
Human,2010-10-29,1099881.3,Influenza A virus (A/Singapore/GP4397/2010(H3N2)),H3N2,1758,2010.8246575342464,2010
Human,2016-04-02,1866083.3,Influenza A virus (A/Texas/130/2016(H3N2)),H3N2,1737,2016.2513661202183,2016
Human,2015-07-07,2043810.5,Influenza A virus (A/Perth/114/2015(H3N2)),H3N2,1737,2015.512328767123,2015
Human,2019-01-03,11320.97448,Influenza A virus A/Mississippi/01/2019,H3N2,1737,2019.0054794520547,2019
Human,2012-07-25,2044104.4,Influenza A virus (A/Victoria/148/2012(H3N2)),H3N2,1737,2012.5628415300544,2012
Nonhuman Mammal,2015-05-19,1674996.6,Influenza A virus (A/swine/Nebraska/A01822258/2015(H3N2)),H3N2,1701,2015.3780821917808,2015
Human,2017-09-02,2064979.4,Influenza A virus (A/Nicaragua/6850_13/2017(H3N2)),H3N2,1737,2017.668493150685,2017
Human,2017-01-06,2037291.3,Influenza A virus (A/New Jersey/5767/2017(H3N2)),H3N2,1701,2017.013698630137,2017
Human,2017-01-19,1960434.5,Influenza A virus (A/Minnesota/05/2017(H3N2)),H3N2,1737,2017.0493150684931,2017
Human,2017-02-24,1972379.7,Influenza A virus (A/Wisconsin/30/2017(H3N2)),H3N2,1737,2017.1479452054791,2017
Human,2016-09-09,1910701.17,Influenza A virus (A/Montana/46/2016(H3N2)),H3N2,1737,2016.688524590164,2016
Human,2017-02-27,1980815.15,Influenza A virus (A/New Jersey/17/2017(H3N2)),H3N2,1737,2017.1561643835616,2017
Human,2009-07-12,1038242.4,Influenza A virus (A/Hong Kong/H090-689-V20/2009(H3N2)),H3N2,1732,2009.5260273972603,2009
Human,2024-12-19,11320.990654,Influenza A virus A/California/IVY-G25X94O4/2024,H3N2,1701,2024.964480874317,2024
Human,2017-09-28,2051202.11,Influenza A virus (A/Texas/287/2017(H3N2)),H3N2,1737,2017.7397260273972,2017
Human,2024-11-07,11320.981832,Influenza A virus A/Massachusetts/100/2024,H3N2,1737,2024.849726775956,2024
Human,2015-01-23,1731487.12,Influenza A virus (A/Montana/09/2015(H3N2)),H3N2,1701,2015.0602739726028,2015
Human,2016-11-11,1925243.3,Influenza A virus (A/Moscow/CRIE-10/2016(H3N2)),H3N2,1701,2016.860655737705,2016
Human,2011-01-05,1099964.3,Influenza A virus (A/Sao Paulo/09-73/2011(H3N2)),H3N2,1701,2011.0109589041097,2011
Human,2017-01-12,1954849.3,Influenza A virus (A/British Columbia/038/2017(H3N2)),H3N2,1701,2017.0301369863016,2017
Human,2011-01-27,1816148.3,Influenza A virus (A/Jordan/B1129/2011(H3N2)),H3N2,1728,2011.0712328767124,2011
Human,2024-09-29,11320.982852,Influenza A virus A/Delaware/86/2024,H3N2,1737,2024.7431693989072,2024
Human,2017-01-24,1979047.3,Influenza A virus (A/Wisconsin/11/2017(H3N2)),H3N2,1737,2017.06301369863,2017
Human,2008-11-01,1228692.3,Influenza A virus (A/Mexico/24010/2008(H3N2)),H3N2,1729,2008.8333333333333,2008
Avian,2015-09-12,1924366.7,Influenza A virus (A/blue-winged teal/Missouri/15OS4769/2015(H3N2)),H3N2,1761,2015.695890410959,2015
Human,2014-05-22,2044038.3,Influenza A virus (A/Sydney/84/2014(H3N2)),H3N2,1737,2014.386301369863,2014
Human,2017-12-02,2069499.8,Influenza A virus (A/California/138/2017(H3N2)),H3N2,1737,2017.917808219178,2017
Avian,2014-04-04,1914506.6,Influenza A virus (A/blue-winged teal/Lousiana/UGAI14-0420/2014(H3N2)),H3N2,1738,2014.254794520548,2014
Nonhuman Mammal,2016-07-01,2024119.4,Influenza A virus (A/swine/Indiana/16TOSU4582/2016(H3N2)),H3N2,1734,2016.4972677595629,2016
Human,2015-12-20,1865967.4,Influenza A virus (A/Minnesota/54/2015(H3N2)),H3N2,1737,2015.9671232876713,2015
Human,2015-01-20,1804528.3,Influenza A virus (A/Quebec/28/2015(H3N2)),H3N2,1701,2015.0520547945205,2015
Human,2014-12-10,1605122.3,Influenza A virus (A/Quebec/58/2014(H3N2)),H3N2,1701,2014.9397260273972,2014
Human,2024-12-31,11320.830092,Influenza A virus A/Massachusetts/ISC-1364/2024,H3N2,1737,2024.9945355191255,2024
Human,2010-08-30,1599928.3,Influenza A virus (A/Victoria/563/2010(H3N2)),H3N2,1698,2010.660273972603,2010
Human,2013-12-04,1515880.3,Influenza A virus (A/Pennsylvania/33/2013(H3N2)),H3N2,1701,2013.9232876712329,2013
Human,2016-10-27,1928969.6,Influenza A virus (A/Montana/56/2016(H3N2)),H3N2,1737,2016.8196721311476,2016
Human,1998-12-16,1086969.4,Influenza A virus (A/Netherlands/462/1998(H3N2)),H3N2,1731,1998.9561643835616,1998
Human,2014-12-24,1716993.3,Influenza A virus (A/South Dakota/4340/2014(H3N2)),H3N2,1701,2014.978082191781,2014
Human,2015-01-27,1763577.6,Influenza A virus (A/Moscow/CRIE-141/2015(H3N2)),H3N2,1701,2015.0712328767124,2015
Human,2025-01-15,11320.829608,Influenza A virus A/Texas/ISC-1137/2025,H3N2,1737,2025.0383561643837,2025
Human,2019-02-13,11320.98445,Influenza A virus A/Utah/14/2019,H3N2,1737,2019.1178082191784,2019
Human,2016-04-14,2049713.4,Influenza A virus (A/New York/A-WC-LVD-16-015/2016(H3N2)),H3N2,1737,2016.2841530054643,2016
Human,2017-03-21,1984887.12,Influenza A virus (A/Delaware/19/2017(H3N2)),H3N2,1737,2017.2164383561644,2017
Avian,2014-04-22,1614179.3,Influenza A virus (A/duck/Anhui/A1820/2014(H3N2)),H3N2,1701,2014.304109589041,2014
Human,2024-12-12,11320.981449,Influenza A virus A/Mississippi/16/2024,H3N2,1737,2024.9453551912568,2024
Human,2007-03,2036352.3,Influenza A virus (A/Hong Kong/CUHK65249/2007(H3N2)),H3N2,1689,2007.2,2007
Human,2016-12-10,2015130.3,Influenza A virus (A/South Korea/5700/2016(H3N2)),H3N2,1701,2016.9398907103823,2016
Human,2017-01-04,2037449.3,Influenza A virus (A/Texas/5853/2017(H3N2)),H3N2,1701,2017.0082191780823,2017
Human,2017-08-21,2039206.6,Influenza A virus (A/Ohio/36/2017(H3N2)),H3N2,1737,2017.635616438356,2017
Human,2017-03-09,1987210.9,Influenza A virus (A/Maryland/26/2017(H3N2)),H3N2,1737,2017.1835616438357,2017
Human,2017-10-04,2053250.6,Influenza A virus (A/Illinois/32/2017(H3N2)),H3N2,1737,2017.7561643835616,2017
Human,2016-08-16,2043952.7,Influenza A virus (A/South Australia/90/2016(H3N2)),H3N2,1737,2016.622950819672,2016
Human,2016-01,2070168.3,Influenza A virus (A/Beijingfengtai/1234/2016(H3N2)),H3N2,1762,2016.03825136612,2016
Human,2012-11-26,1294417.3,Influenza A virus (A/Florida/3081/2012(H3N2)),H3N2,1701,2012.9016393442623,2012
Human,2017-01-27,1964689.6,Influenza A virus (A/Kentucky/12/2017(H3N2)),H3N2,1737,2017.0712328767124,2017
Human,2008-01-07,1054759.3,Influenza A virus (A/Malaysia/1922209/2008(H3N2)),H3N2,1732,2008.016393442623,2008
Human,2016-12-19,1954803.3,Influenza A virus (A/Alberta/219/2016(H3N2)),H3N2,1701,2016.964480874317,2016
Human,2010-08-04,1598524.3,Influenza A virus (A/Chile/8196/2010(H3N2)),H3N2,1698,2010.5890410958905,2010
Environment,2016-07-01,1979374.11,Influenza A virus (A/environment/Indiana/16TOSU3767/2016(H3N2)),H3N2,1764,2016.4972677595629,2016
Human,2017-10-21,2058052.5,Influenza A virus (A/South Dakota/30/2017(H3N2)),H3N2,1737,2017.8027397260273,2017
Human,2024-12-30,11320.969873,Influenza A virus A/Maine/46/2024,H3N2,1737,2024.9945355191255,2024
